51409.76222	5.65	1.89
51586.14605	-11.55	3.22
51704.91213	-0.8400000000000001	2.89
52003.955069999996	-5.68	3.65
52100.86678	-20.759999999999998	2.22
52161.73096	2.04	2.19
52162.73165	9.42	2.38
52335.15024	5.5600000000000005	2.33
52487.79326	-8.61	3.77
52712.05433	-12.270000000000001	2.1
52828.87708	6.4399999999999995	2.25
53077.15398	-8.49	3.18
53239.82508	-3.81	2.6
53426.14551	-4.050000000000001	4.82
53748.16323	-6.279999999999999	1.96
53754.14596	-9.99	1.97
53932.80588	1.0899999999999999	1.95
53960.83771	10.83	1.9
53961.77279	3.07	1.57
53962.77418	-6.279999999999999	2.4
53963.81985	-11.23	1.78
53982.78069	12.729999999999999	1.92
54130.14636	-16.099999999999998	1.84
54131.1622	-5.890000000000001	2.58
54139.16155	0.29000000000000004	1.92
54246.81907	-5.8100000000000005	1.18
54247.92767	-10.520000000000001	1.84
54248.82815	-9.15	1.48
54249.90281	5.140000000000001	1.38
54250.81292	16.860000000000003	1.95
54251.81942	6.300000000000001	1.3
54255.79771	6.039999999999999	3.62
54277.76996	15.799999999999999	1.68
54278.78138	12.75	1.71
54279.78247	-11.91	2.03
54285.78969	-16.39	2.54
54294.84381	-1.35	2.04
54300.81847	-2.0700000000000003	1.83
54304.79872	15.319999999999999	2.24
54305.80545	1.2999999999999998	1.45
54306.83201	-9.360000000000001	2.31
54307.83943	-9.34	1.47
54308.82016	0.42999999999999994	1.27
54309.80568	12.01	1.26
54310.80271	9.879999999999999	1.26
54311.79457	-5.710000000000001	1.23
54312.793059999996	-8.45	1.13
54313.80176	6.83	1.45
54314.8223	12.36	1.35
54318.79357	-7.220000000000001	1.44
54335.75166	4.52	1.35
54336.78425	13.37	1.84
54339.72676	-9.89	2.69
54343.74861	-1.6	2.06
54345.74397	-7.130000000000001	1.94
54461.17458	2.26	2.13
54545.095180000004	3.6700000000000004	1.95
54546.07813	16.17	1.52
54547.07715	7.75	2.74
54547.99454	-5.28	2.45
54600.98896	12.229999999999999	2.03
54601.90368	-9.64	2.69
54633.86049	-7.779999999999999	1.49
54634.86134	-13.610000000000001	1.27
54635.87975	-7.	1.19
54636.8869	10.95	2.07
54637.88502	14.07	1.56
54638.94288	-2.39	1.4
54639.91382	-12.58	1.39
54640.929430000004	-7.8100000000000005	1.95
54641.90267	4.33	1.33
54643.88456	-0.3600000000000001	1.74
54666.84246	-8.91	1.25
54667.84194	-9.42	2.07
54671.85435	-11.020000000000001	1.33
54672.83453	-4.550000000000001	1.
54673.84973	6.799999999999999	1.03
54686.82794	1.29	2.22
54688.77854	-10.88	1.96
54689.7788	1.8199999999999998	1.29
54701.79211	16.200000000000003	1.17
54702.8125	10.04	1.72
54703.80853	-3.04	1.54
54704.80341	-9.3	1.2
54717.72887	13.5	1.48
54718.73784	3.7899999999999996	2.03
54719.73866	-6.24	1.86
54720.7343	-16.099999999999998	1.46
54721.73009	-11.17	1.33
54722.740359999996	2.4899999999999998	1.58
54723.73908	5.539999999999999	1.62
54903.15067	-15.72	2.08
55021.91811	-11.42	1.43
55022.91286	0.07999999999999985	1.86
55024.95012	8.01	1.57
55049.8601	3.6	0.9
55050.80706	12.139999999999999	0.79
55051.84043	3.97	1.17
55052.8671	-9.43	2.09
55053.79905	-12.200000000000001	0.8
55201.1572	14.790000000000001	1.58
55202.15734	8.49	1.61
55203.14807	-9.68	1.53
55258.15584	1.13	2.22
55260.13379	15.229999999999999	2.11
55338.81312	-6.15	0.53
55338.90357	-4.41	1.59
55338.98795	-2.93	1.33
55339.06181	-2.87	1.82
55340.05371	8.6	1.63
55340.866	10.309999999999999	1.38
55340.9526	8.559999999999999	0.58
55341.03351	5.380000000000001	0.76
55341.79524	-2.94	0.8
55342.00395	-2.98	0.88
55342.06383	-6.57	1.46
55369.9361	-17.21	1.4
55370.8758	-15.520000000000001	1.48
55371.93429	5.42	1.13
55408.89194	-1.71	2.
55409.76684	13.9	1.48
55409.86682	14.37	1.98
